 #                    time                    posx                    posy                    velx                    vely                  anal_y                   err_y
      0.36000000000000E+01    0.54000000000000E+02    0.30026743608719E+02    0.15000000000000E+02   -0.92992378864669E+01    0.30026743608719E+02    0.35495494201065E-15
      0.37000000000000E+01    0.55500000000000E+02    0.29047819820073E+02    0.15000000000000E+02   -0.10279237886467E+02    0.29047819820073E+02    0.24461138225221E-15
      0.38000000000000E+01    0.57000000000000E+02    0.27970896031426E+02    0.15000000000000E+02   -0.11259237886467E+02    0.27970896031426E+02    0.12701465390343E-15
      0.39000000000000E+01    0.58500000000000E+02    0.26795972242779E+02    0.15000000000000E+02   -0.12239237886467E+02    0.26795972242779E+02    0.00000000000000E+00
      0.40000000000000E+01    0.60000000000000E+02    0.25523048454133E+02    0.15000000000000E+02   -0.13219237886467E+02    0.25523048454133E+02    0.27839258191944E-15
      0.41000000000000E+01    0.61500000000000E+02    0.24152124665486E+02    0.15000000000000E+02   -0.14199237886467E+02    0.24152124665486E+02    0.00000000000000E+00
      0.42000000000000E+01    0.63000000000000E+02    0.22683200876839E+02    0.15000000000000E+02   -0.15179237886467E+02    0.22683200876839E+02    0.31324623875531E-15
      0.43000000000000E+01    0.64500000000000E+02    0.21116277088193E+02    0.15000000000000E+02   -0.16159237886467E+02    0.21116277088193E+02    0.84122633548578E-15
      0.44000000000000E+01    0.66000000000000E+02    0.19451353299546E+02    0.15000000000000E+02   -0.17139237886467E+02    0.19451353299546E+02    0.14611687419748E-14
      0.45000000000000E+01    0.67500000000000E+02    0.17688429510899E+02    0.15000000000000E+02   -0.18119237886467E+02    0.17688429510899E+02    0.14059470760974E-14
      0.46000000000000E+01    0.69000000000000E+02    0.15827505722252E+02    0.15000000000000E+02   -0.19099237886467E+02    0.15827505722253E+02    0.14590194638020E-14
      0.47000000000000E+01    0.70500000000000E+02    0.13868581933606E+02    0.15000000000000E+02   -0.20079237886467E+02    0.13868581933606E+02    0.37144640013828E-14
      0.48000000000000E+01    0.72000000000000E+02    0.11811658144959E+02    0.15000000000000E+02   -0.21059237886467E+02    0.11811658144959E+02    0.45117039900744E-14
      0.49000000000000E+01    0.73500000000000E+02    0.96567343563124E+01    0.15000000000000E+02   -0.22039237886467E+02    0.96567343563125E+01    0.57024517802347E-14
      0.50000000000000E+01    0.75000000000000E+02    0.74038105676657E+01    0.15000000000000E+02   -0.23019237886467E+02    0.74038105676658E+01    0.11636346706001E-13
      0.51000000000000E+01    0.76500000000000E+02    0.50528867790191E+01    0.15000000000000E+02   -0.23999237886467E+02    0.50528867790191E+01    0.14940996894683E-13
      0.52000000000000E+01    0.78000000000000E+02    0.26039629903724E+01    0.15000000000000E+02   -0.24979237886467E+02    0.26039629903725E+01    0.30868390710639E-13
      0.53000000000000E+01    0.79500000000000E+02    0.57039201725685E-01    0.15000000000000E+02   -0.25959237886467E+02    0.57039201725786E-01    0.17673503062086E-11
      0.54000000000000E+01    0.81000000000000E+02   -0.25878845869210E+01    0.15000000000000E+02   -0.26939237886467E+02   -0.25878845869209E+01    0.41699571356064E-13
